Match count: 48. OK   : Compare 1_1 with 1_1. Expected match: true Computed match: true
Match count: 13. OK   : Compare 2_8 with 1_8. Expected match: false Computed match: false
Match count: 21. OK   : Compare 2_8 with 2_1. Expected match: true Computed match: true
Match count: 21. OK   : Compare 2_8 with 2_2. Expected match: true Computed match: true
Match count: 26. OK   : Compare 2_8 with 2_3. Expected match: true Computed match: true
Match count: 25. OK   : Compare 2_8 with 2_4. Expected match: true Computed match: true
Match count: 29. OK   : Compare 2_8 with 2_5. Expected match: true Computed match: true
Match count: 35. OK   : Compare 2_8 with 2_6. Expected match: true Computed match: true
Match count: 23. OK   : Compare 2_8 with 2_7. Expected match: true Computed match: true
Match count: 29. OK   : Compare 2_8 with 2_8. Expected match: true Computed match: true
Match count: 12. OK   : Compare 2_8 with 3_1. Expected match: false Computed match: false
Match count: 11. OK   : Compare 2_8 with 3_2. Expected match: false Computed match: false
Match count: 9. OK   : Compare 2_8 with 3_3. Expected match: false Computed match: false
Match count: 7. OK   : Compare 2_8 with 3_4. Expected match: false Computed match: false
Match count: 8. OK   : Compare 2_8 with 3_5. Expected match: false Computed match: false
Match count: 10. OK   : Compare 2_8 with 3_6. Expected match: false Computed match: false
Match count: 10. OK   : Compare 2_8 with 3_7. Expected match: false Computed match: false
Match count: 12. OK   : Compare 2_8 with 3_8. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_1 with 1_1. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_1 with 1_2. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_1 with 1_3. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_1 with 1_4. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_1 with 1_5. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_1 with 1_6. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_1 with 1_7. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_1 with 1_8. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_1 with 2_1. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_1 with 2_2. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_1 with 2_3. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_1 with 2_4. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_1 with 2_5. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_1 with 2_6. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_1 with 2_7. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_1 with 2_8. Expected match: false Computed match: false
Match count: 50. OK   : Compare 3_1 with 3_1. Expected match: true Computed match: true
Match count: 33. OK   : Compare 3_1 with 3_2. Expected match: true Computed match: true
Match count: 21. OK   : Compare 3_1 with 3_3. Expected match: true Computed match: true
Match count: 22. OK   : Compare 3_1 with 3_4. Expected match: true Computed match: true
Match count: 22. OK   : Compare 3_1 with 3_5. Expected match: true Computed match: true
Match count: 34. OK   : Compare 3_1 with 3_6. Expected match: true Computed match: true
Match count: 23. OK   : Compare 3_1 with 3_7. Expected match: true Computed match: true
Match count: 28. OK   : Compare 3_1 with 3_8. Expected match: true Computed match: true
Match count: 11. OK   : Compare 3_2 with 1_1. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_2 with 1_2. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_2 with 1_3. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_2 with 1_4. Expected match: false Computed match: false
Match count: 13. OK   : Compare 3_2 with 1_5. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_2 with 1_6. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_2 with 1_7. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_2 with 1_8. Expected match: false Computed match: false
Match count: 13. OK   : Compare 3_2 with 2_1. Expected match: false Computed match: false
Match count: 15. OK   : Compare 3_2 with 2_2. Expected match: false Computed match: false
Match count: 16. OK   : Compare 3_2 with 2_3. Expected match: false Computed match: false
Match count: 13. OK   : Compare 3_2 with 2_4. Expected match: false Computed match: false
Match count: 15. OK   : Compare 3_2 with 2_5. Expected match: false Computed match: false
Match count: 14. OK   : Compare 3_2 with 2_6. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_2 with 2_7. Expected match: false Computed match: false
Match count: 14. OK   : Compare 3_2 with 2_8. Expected match: false Computed match: false
Match count: 31. OK   : Compare 3_2 with 3_1. Expected match: true Computed match: true
Match count: 55. OK   : Compare 3_2 with 3_2. Expected match: true Computed match: true
Match count: 50. OK   : Compare 3_2 with 3_3. Expected match: true Computed match: true
Match count: 35. OK   : Compare 3_2 with 3_4. Expected match: true Computed match: true
Match count: 41. OK   : Compare 3_2 with 3_5. Expected match: true Computed match: true
Match count: 22. OK   : Compare 3_2 with 3_6. Expected match: true Computed match: true
Match count: 26. OK   : Compare 3_2 with 3_7. Expected match: true Computed match: true
Match count: 22. OK   : Compare 3_2 with 3_8. Expected match: true Computed match: true
Match count: 9. OK   : Compare 3_3 with 1_1. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_3 with 1_2. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_3 with 1_3. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_3 with 1_4. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_3 with 1_5. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_3 with 1_6. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_3 with 1_7. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_3 with 1_8. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_3 with 2_1. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_3 with 2_2. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_3 with 2_3. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_3 with 2_4. Expected match: false Computed match: false
Match count: 14. OK   : Compare 3_3 with 2_5. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_3 with 2_6. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_3 with 2_7. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_3 with 2_8. Expected match: false Computed match: false
Match count: 21. OK   : Compare 3_3 with 3_1. Expected match: true Computed match: true
Match count: 23. OK   : Compare 3_3 with 3_2. Expected match: true Computed match: true
Match count: 34. OK   : Compare 3_3 with 3_3. Expected match: true Computed match: true
Match count: 20. OK   : Compare 3_3 with 3_4. Expected match: true Computed match: true
Match count: 27. OK   : Compare 3_3 with 3_5. Expected match: true Computed match: true
Match count: 36. OK   : Compare 3_3 with 3_6. Expected match: true Computed match: true
Match count: 23. OK   : Compare 3_3 with 3_7. Expected match: true Computed match: true
Match count: 34. OK   : Compare 3_3 with 3_8. Expected match: true Computed match: true
Match count: 8. OK   : Compare 3_4 with 1_1. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_4 with 1_2. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_4 with 1_3. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_4 with 1_4. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_4 with 1_5. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_4 with 1_6. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_4 with 1_7. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_4 with 1_8. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_4 with 2_1. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_4 with 2_2. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_4 with 2_3. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_4 with 2_4. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_4 with 2_5. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_4 with 2_6. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_4 with 2_7. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_4 with 2_8. Expected match: false Computed match: false
Match count: 20. OK   : Compare 3_4 with 3_1. Expected match: true Computed match: true
Match count: 20. OK   : Compare 3_4 with 3_2. Expected match: true Computed match: true
Match count: 31. OK   : Compare 3_4 with 3_3. Expected match: true Computed match: true
Match count: 61. OK   : Compare 3_4 with 3_4. Expected match: true Computed match: true
Match count: 29. OK   : Compare 3_4 with 3_5. Expected match: true Computed match: true
Match count: 32. OK   : Compare 3_4 with 3_6. Expected match: true Computed match: true
Match count: 20. OK   : Compare 3_4 with 3_7. Expected match: true Computed match: true
Match count: 28. OK   : Compare 3_4 with 3_8. Expected match: true Computed match: true
Match count: 7. OK   : Compare 3_5 with 1_1. Expected match: false Computed match: false
Match count: 6. OK   : Compare 3_5 with 1_2. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_5 with 1_3. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_5 with 1_4. Expected match: false Computed match: false
Match count: 6. OK   : Compare 3_5 with 1_5. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_5 with 1_6. Expected match: false Computed match: false
Match count: 6. OK   : Compare 3_5 with 1_7. Expected match: false Computed match: false
Match count: 6. OK   : Compare 3_5 with 1_8. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_5 with 2_1. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_5 with 2_2. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_5 with 2_3. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_5 with 2_4. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_5 with 2_5. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_5 with 2_6. Expected match: false Computed match: false
Match count: 6. OK   : Compare 3_5 with 2_7. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_5 with 2_8. Expected match: false Computed match: false
Match count: 20. OK   : Compare 3_5 with 3_1. Expected match: true Computed match: true
Match count: 31. OK   : Compare 3_5 with 3_2. Expected match: true Computed match: true
Match count: 26. OK   : Compare 3_5 with 3_3. Expected match: true Computed match: true
Match count: 27. OK   : Compare 3_5 with 3_4. Expected match: true Computed match: true
Match count: 35. OK   : Compare 3_5 with 3_5. Expected match: true Computed match: true
Match count: 20. OK   : Compare 3_5 with 3_6. Expected match: true Computed match: true
Match count: 28. OK   : Compare 3_5 with 3_7. Expected match: true Computed match: true
Match count: 20. OK   : Compare 3_5 with 3_8. Expected match: true Computed match: true
Match count: 14. OK   : Compare 3_6 with 1_1. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_6 with 1_2. Expected match: false Computed match: false
Match count: 14. OK   : Compare 3_6 with 1_3. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_6 with 1_4. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_6 with 1_5. Expected match: false Computed match: false
Match count: 15. OK   : Compare 3_6 with 1_6. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_6 with 1_7. Expected match: false Computed match: false
Match count: 13. OK   : Compare 3_6 with 1_8. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_6 with 2_1. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_6 with 2_2. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_6 with 2_3. Expected match: false Computed match: false
Match count: 11. OK   : Compare 3_6 with 2_4. Expected match: false Computed match: false
Match count: 16. OK   : Compare 3_6 with 2_5. Expected match: false Computed match: false
Match count: 13. OK   : Compare 3_6 with 2_6. Expected match: false Computed match: false
Match count: 12. OK   : Compare 3_6 with 2_7. Expected match: false Computed match: false
Match count: 14. OK   : Compare 3_6 with 2_8. Expected match: false Computed match: false
Match count: 20. OK   : Compare 3_6 with 3_1. Expected match: true Computed match: true
Match count: 21. OK   : Compare 3_6 with 3_2. Expected match: true Computed match: true
Match count: 34. OK   : Compare 3_6 with 3_3. Expected match: true Computed match: true
Match count: 45. OK   : Compare 3_6 with 3_4. Expected match: true Computed match: true
Match count: 20. OK   : Compare 3_6 with 3_5. Expected match: true Computed match: true
Match count: 40. OK   : Compare 3_6 with 3_6. Expected match: true Computed match: true
Match count: 20. OK   : Compare 3_6 with 3_7. Expected match: true Computed match: true
Match count: 20. OK   : Compare 3_6 with 3_8. Expected match: true Computed match: true
Match count: 8. OK   : Compare 3_7 with 1_1. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_7 with 1_2. Expected match: false Computed match: false
Match count: 10. OK   : Compare 3_7 with 1_3. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_7 with 1_4. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_7 with 1_5. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_7 with 1_6. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_7 with 1_7. Expected match: false Computed match: false
Match count: 7. OK   : Compare 3_7 with 1_8. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_7 with 2_1. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_7 with 2_2. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_7 with 2_3. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_7 with 2_4. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_7 with 2_5. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_7 with 2_6. Expected match: false Computed match: false
Match count: 8. OK   : Compare 3_7 with 2_7. Expected match: false Computed match: false
Match count: 9. OK   : Compare 3_7 with 2_8. Expected match: false Computed match: false
Match count: 22. OK   : Compare 3_7 with 3_1. Expected match: true Computed match: true
Match count: 45. OK   : Compare 3_7 with 3_2. Expected match: true Computed match: true
Match count: 34. OK   : Compare 3_7 with 3_3. Expected match: true Computed match: true
Match count: 25. OK   : Compare 3_7 with 3_4. Expected match: true Computed match: true
Match count: 23. OK   : Compare 3_7 with 3_5. Expected match: true Computed match: true
Match count: 24. OK   : Compare 3_7 with 3_6. Expected match: true Computed match: true
Match count: 47. OK   : Compare 3_7 with 3_7. Expected match: true Computed match: true
Match count: 31. OK   : Compare 3_7 with 3_8. Expected match: true Computed match: true
Match count: 16. OK   : Compare 3_8 with 1_1. Expected match: false Computed match: false
Match count: 13. OK   : Compare 3_8 with 1_2. Expected match: false Computed match: false
Match count: 14. OK   : Compare 3_8 with 1_3. Expected match: false Computed match: false
Match count: 15. OK   : Compare 3_8 with 1_4. Expected match: false Computed match: false
Match count: 13. OK   : Compare 3_8 with 1_5. Expected match: false Computed match: false
Match count: 16. OK   : Compare 3_8 with 1_6. Expected match: false Computed match: false
Match count: 17. OK   : Compare 3_8 with 1_7. Expected match: false Computed match: false
Match count: 15. OK   : Compare 3_8 with 1_8. Expected match: false Computed match: false
Match count: 13. OK   : Compare 3_8 with 2_1. Expected match: false Computed match: false
Match count: 16. OK   : Compare 3_8 with 2_2. Expected match: false Computed match: false
Match count: 16. OK   : Compare 3_8 with 2_3. Expected match: false Computed match: false
Match count: 14. OK   : Compare 3_8 with 2_4. Expected match: false Computed match: false
Match count: 16. OK   : Compare 3_8 with 2_5. Expected match: false Computed match: false
Match count: 17. OK   : Compare 3_8 with 2_6. Expected match: false Computed match: false
Match count: 17. OK   : Compare 3_8 with 2_7. Expected match: false Computed match: false
Match count: 15. OK   : Compare 3_8 with 2_8. Expected match: false Computed match: false
Match count: 20. OK   : Compare 3_8 with 3_1. Expected match: true Computed match: true
Match count: 22. OK   : Compare 3_8 with 3_2. Expected match: true Computed match: true
Match count: 26. OK   : Compare 3_8 with 3_3. Expected match: true Computed match: true
Match count: 23. OK   : Compare 3_8 with 3_4. Expected match: true Computed match: true
Match count: 20. OK   : Compare 3_8 with 3_5. Expected match: true Computed match: true
Match count: 21. OK   : Compare 3_8 with 3_6. Expected match: true Computed match: true
Match count: 26. OK   : Compare 3_8 with 3_7. Expected match: true Computed match: true
Match count: 51. OK   : Compare 3_8 with 3_8. Expected match: true Computed match: true
